7.218638	0.004996	0.028715
12802.295322	0.044340	0.006671
4402.374518	0.047008	0.006859
10631.795379	0.048132	0.006707
7394.705129	0.037034	0.007575
3397.963021	0.011545	0.016281
3369.343967	0.037572	0.007677
3885.708558	0.047644	0.006804
1113.989019	0.024256	0.009764
10101.963710	0.049580	0.006431
10451.359431	0.040005	0.007029
849.210231	0.022732	0.010206
1287.663515	0.023162	0.010012
3527.069330	0.034394	0.008057
16880.787711	0.039766	0.007718
578.230773	0.021199	0.010814
1173.703732	0.034947	0.008501
10559.523434	0.057161	0.006060
11666.796636	0.055688	0.006243
30261.451034	0.058132	0.005742
3352.846528	0.044495	0.007232
2184.236020	0.036831	0.007998
429.008242	0.015698	0.012650
13.060977	0.007972	0.020907
329.017751	0.025157	0.010175
320.531588	0.030385	0.009174
459.354750	0.039585	0.008092
7965.415880	0.053063	0.006348
1770.231707	0.029564	0.008940
3769.947766	0.047808	0.006953
17650.187450	0.057925	0.005690
1815.468224	0.047488	0.007016
4161.137421	0.053776	0.006422
3571.719167	0.051926	0.006586
16117.738745	0.059189	0.005808
7203.498290	0.049216	0.006495
10431.128066	0.047018	0.006443
7058.410930	0.047874	0.006626
2525.057881	0.003777	0.033150
1984.097666	0.002600	0.042139
9814.316069	0.045625	0.006741
30304.524676	0.057538	0.005717
12329.618032	0.059371	0.005897
9382.871155	0.039469	0.007950
10935.549383	0.055853	0.006127
11012.331354	0.032013	0.007868
13385.741758	0.026248	0.008454
4614.470810	0.053134	0.006471
508.882211	0.015649	0.013993
14998.059588	0.032225	0.007986
1890.701494	0.019067	0.010915
4381.783762	0.045241	0.007025
15522.440156	0.060788	0.005730
21622.418288	0.058540	0.005783
470.656592	0.027948	0.009714
795.548722	0.035220	0.008501
1867.932936	0.043660	0.007502
22379.288703	0.052808	0.006203
20932.041132	0.047079	0.006819
10244.019263	0.049795	0.006715
21470.891996	0.058212	0.005922
14269.261120	0.054079	0.006244
20805.060593	0.053459	0.006178
6804.695641	0.052950	0.006633
15364.736202	0.043746	0.006868
3185.385905	0.043591	0.007324
13238.956750	0.042865	0.007098
28843.098854	0.053697	0.006214
21743.926542	0.055061	0.006148
16798.736772	0.049533	0.006411
10312.128804	0.056187	0.006025
2428.032345	0.040847	0.007756
6452.323853	0.047757	0.007018
22622.536474	0.057940	0.005704
13518.798148	0.051853	0.006268
1470.827185	0.029810	0.008917
11200.588434	0.053212	0.006317
17949.528375	0.061144	0.005637
10732.284165	0.053501	0.006245
22263.613772	0.045822	0.006650
19436.562686	0.052767	0.005929
11925.141653	0.012493	0.014604
3777.491056	0.024480	0.009650
2891.784351	0.052054	0.006832
25300.849459	0.030573	0.008339
25041.110033	0.053707	0.006174
19059.340653	0.047939	0.006607
9098.750038	0.052302	0.006618
1256.862493	0.045704	0.007415
9750.652394	0.057550	0.006042
10063.888526	0.045831	0.006877
34362.801407	0.049829	0.006287
7508.958232	0.057197	0.006184
26532.676497	0.058512	0.005584
8323.961190	0.058158	0.006007
17543.677860	0.056755	0.005825
10212.361903	0.057931	0.005898
3128.974625	0.043541	0.007477
10092.529501	0.051868	0.006594
14004.733437	0.056977	0.006004
26666.176974	0.057009	0.005981
48130.509795	0.058005	0.005763
11986.147303	0.054547	0.006475
16398.022794	0.056087	0.006115
13432.090289	0.053513	0.006372
8514.889193	0.053584	0.006467
7010.508583	0.049570	0.006980
15195.908684	0.048252	0.006779
15256.705495	0.050592	0.006564
2550.139929	0.044430	0.007197
1226.005542	0.037569	0.007985
10259.309809	0.056352	0.006132
6376.617762	0.053266	0.006390
3126.670648	0.043677	0.007405
10080.594905	0.046964	0.006786
4063.982022	0.000330	0.230021
8474.822135	0.057035	0.006080
15485.397158	0.058721	0.005804
13130.051691	0.060188	0.005810
5838.195333	0.054531	0.006327
11391.986256	0.053922	0.006287
16795.738198	0.054267	0.006254
3926.984975	0.048693	0.006751
13154.261248	0.057756	0.005870
33536.252691	0.063820	0.005272
10240.024156	0.058967	0.005846
11621.663427	0.057021	0.006070
21502.083800	0.054893	0.006106
4025.720723	0.050609	0.006751
4940.927598	0.049530	0.006745
6335.049647	0.054987	0.006287
13122.974315	0.056206	0.006068
21210.956950	0.034144	0.008214
20253.652586	0.030045	0.008292
8478.868392	0.052145	0.006524
15678.984947	0.060906	0.005663
6761.356066	0.042371	0.007356
12206.062076	0.060030	0.005888
10585.566046	0.046293	0.006961
45729.567443	0.064314	0.005164
45729.567443	0.064314	0.005164
31978.460791	0.049300	0.006559
39629.071075	0.053905	0.006265
45729.567443	0.064314	0.005164
45729.567443	0.064314	0.005164
50670.234967	0.060371	0.005631
57310.673339	0.044779	0.006584
15209.344142	0.048440	0.006604
24755.556759	0.062521	0.005523
326.774610	0.008471	0.017305
2781.203591	0.022254	0.010049
1051.584251	0.020483	0.010565
1180.292460	0.004629	0.020991
4843.486417	0.036534	0.007820
18138.081040	0.045867	0.006707
6052.263321	0.039087	0.007360
1052.262523	0.011296	0.014235
3440.269795	0.032393	0.008301
5450.505789	0.031408	0.008234
2531.956822	0.006733	0.017766
3973.456631	0.025625	0.009066
9720.636349	0.033816	0.007788
201.977264	0.011942	0.015092
10930.881318	0.027300	0.008372
12444.520556	0.051171	0.006449
4016.175525	0.032289	0.008171
9802.023748	0.044487	0.006727
6773.749728	0.020553	0.010384
17373.920650	0.048291	0.006506
8156.287898	0.038655	0.007236
4405.376662	0.025604	0.008989
3240.526490	0.006397	0.017979
4061.419049	0.019899	0.010453
7620.576247	0.028920	0.008485
1502.876914	0.015632	0.011845
387.626214	0.010424	0.014719
5139.158239	0.029947	0.008509
6169.752593	0.021862	0.009645
8469.799700	0.045761	0.006857
7014.460372	0.041570	0.007062
8879.921836	0.028310	0.008649
3485.819880	0.028587	0.008656
1629.004040	0.022406	0.009945
20965.661117	0.014586	0.010930
22547.376443	0.009784	0.012881
7177.757228	0.010025	0.013440
21241.565957	0.000858	0.037532
12376.437559	0.020390	0.009809
5821.936531	0.009833	0.013963
9594.119188	0.012243	0.012790
1360.157553	0.014484	0.011947
27786.895878	0.032858	0.007436
20524.808708	0.028068	0.008415
6073.632056	0.013091	0.012580
2728.931395	0.008432	0.016186
12608.453308	0.030503	0.008037
6131.335696	0.019994	0.009782
469.971539	0.004063	0.023597
11185.048923	0.003749	0.021009
7531.297019	0.032671	0.007986
854.966099	0.006903	0.018138
7247.209213	0.012855	0.012594
22921.209815	0.042921	0.006466
8027.979364	0.009240	0.013781
26456.356923	0.026095	0.008303
3807.445298	0.007767	0.016096
11780.292574	0.046879	0.006622
7103.388381	0.008769	0.014078
8585.381003	0.012558	0.011819
18420.471020	0.010655	0.012210
2372.278089	0.017736	0.011719
11211.686269	0.033136	0.007923
8815.679152	0.040742	0.007216
11544.725101	0.005636	0.016148
5571.693956	0.035376	0.007623
11143.350151	0.012386	0.012647
50817.047894	0.027109	0.008673
7319.784045	0.032102	0.008036
4781.833731	0.007144	0.016807
20491.248391	0.004368	0.019720
35796.806583	0.028642	0.008458
2810.204719	0.024571	0.009520
23319.288044	0.018680	0.010612
1799.333992	0.006533	0.018255
4905.068831	0.000463	0.070668
459.667241	0.017172	0.012638
985.054291	0.025151	0.009914
19354.884357	0.046331	0.006871
14082.359187	0.003284	0.023736
3476.819224	0.000815	0.064770
11942.916284	0.042869	0.006808
3242.316474	0.038178	0.007632
